기업명,평균 학점,평균 토익점수,평균 토익스피킹 점수,평균 오픽점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수,자격증
DHC KOREA INC,3.67,708점,IH,IL,-,2.7개,1.7회,-,2.5회,-,"컴퓨터그래픽스운용기능사, MOS, 컴퓨터활용능력 3급, 워드프로세서 1급, 워드프로세서 2급"
SkyCross Korea,3.58,774점,IH,NH,1개,2.6개,1.5회,2회,1회,1회,"워드프로세서 2급, 사무자동화산업기사, 컴퓨터활용능력 3급, 정보기기운용기능사, 워드프로세서 1급"
PUMA KOREA Ltd.,3.6,816점,IH,-,1개,2.3개,1.3회,-,1회,1회,"워드프로세서 2급, 컴퓨터그래픽스운용기능사, MOS, 사무자동화산업기사, 중등학교정교사"
한국알프스(주),3.65,784점,IH,IM3,1.8개,2.6개,1.4회,1회,1회,1.6회,"워드프로세서 1급, 워드프로세서 2급, 사무자동화산업기사, 수치제어선반기능사, 전산응용기계제도기능사"
㈜중앙고속,3.66,-,-,-,1개,2.6개,1.4회,1회,1회,1회,"자동차정비기능사, 자동차검사기능사, 인터넷정보검색사 2급, 자동차정비산업기사, 정보기기운용기능사"
엘브이엠에치코스메틱스(유),3.57,920점,AL,IM3,1.7개,1.8개,1.5회,1.5회,3회,2회,"워드프로세서 2급, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급, ITQ 아래한글, 고등 HSK(한어수평고시)"
매일경제신문사,3.72,819점,IM3,IM2,1.1개,2개,1.5회,1.2회,2.1회,2.3회,"MOS, 워드프로세서 1급, 컴퓨터그래픽스운용기능사, 컴퓨터활용능력 2급, 정보처리기사"
코레일테크,3.47,680점,IM3,-,1개,2.2개,1회,2회,1.2회,1.3회,"전기기능사, 워드프로세서 1급, 컴퓨터활용능력 2급, 전자기기기능사, 정보기기운용기능사"
에이본 프로덕츠,3.72,880점,-,-,1개,3.1개,1.7회,-,5회,1회,"워드프로세서 2급, 인터넷정보검색사 2급, 전산세무 2급, 전산회계 1급, 전산회계운용사(전산회계사) 3급"
넥슨GT㈜,3.56,900점,-,IH,-,2.8개,2회,2회,2회,-,"워드프로세서 1급, 정보처리기사, 컴퓨터그래픽스운용기능사, 컴퓨터활용능력 2급, CCNA"
㈜네오팜,3.61,702점,-,IM1,1개,1.9개,1.3회,1.5회,2.3회,2회,"컬러리스트산업기사, MOS, 컴퓨터그래픽스운용기능사, 한자능력검정, 사무자동화산업기사"
(주)아이엠비씨,3.76,798점,-,IM1,1.5개,2.9개,1.5회,1회,1.8회,1회,"워드프로세서 1급, 정보기기운용기능사, 정보처리기사, 비서 2급, 전산회계운용사(전산회계사) 3급"
NE능률,3.58,902점,IM3,IM3,1.2개,2.1개,1.3회,2.6회,1.1회,1.4회,"워드프로세서 1급, 컴퓨터활용능력 2급, 사무자동화산업기사, MOS, 정보처리기사"
㈜제너시스템즈,3.64,813점,-,IL,-,2.3개,1.1회,2회,1회,1.8회,"정보처리기사, 워드프로세서 1급, CCNA, 컴퓨터활용능력 2급, 사무자동화산업기사"
㈜카이시스,3.48,745점,-,-,-,2.4개,1회,-,-,1회,"컴퓨터활용능력 2급, 정보처리산업기사, 중등학교정교사, 워드프로세서 1급, 유통관리사"
에스넷시스템(주),3.41,733점,-,-,1.1개,2.5개,1회,3회,1.9회,1.8회,"CCNA, CCNP, 정보처리기사, 네트워크관리사 2급, 정보기기운용기능사"
(주)에이치케이,3.59,663점,IM1,-,1.3개,1.9개,1.8회,1회,1회,1.3회,"컴퓨터활용능력 2급, 수치제어선반기능사, 생산자동화산업기사, MOS, 수치제어밀링기능사"
삼륭물산(주),3.69,615점,-,-,-,2.7개,-,1회,2회,2회,"전산회계 1급, 회계관리 1급, 전산세무 2급, 회계관리 2급, CISA(국제공인정보시스템감사사)"
(주)링네트,3.46,681점,IM1,IM1,1개,2.9개,1.5회,-,4회,1.8회,"CCNA, CCNP, 정보처리기사, CCIE, 네트워크관리사 2급"
고려제약(주),3.59,631점,IM1,IM1,1.3개,2.1개,1.5회,1회,2.1회,1.4회,"컴퓨터활용능력 2급, MOS, 워드프로세서 1급, 워드프로세서 2급, 정보기기운용기능사"
(주)뉴프렉스,3.57,724점,IM2,IM3,1.2개,1.8개,1.2회,2.5회,1회,1.8회,"워드프로세서 1급, 전자기기기능사, 워드프로세서 2급, 정보기기운용기능사, 컴퓨터활용능력 3급"
제이엠아이(주),3.53,805점,-,-,-,2.1개,1회,2회,-,1회,"워드프로세서 2급, 정보기기운용기능사, 컴퓨터활용능력 3급, 무역영어, 워드프로세서 1급"
(주)게임빌,3.6,863점,AL,IM3,1.3개,2.3개,1.1회,1.5회,2.2회,2.7회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정보기기운용기능사, 정보처리기능사, 정보처리기사"
㈜아이톡시,3.58,794점,IH,IM3,1.4개,2.3개,1.2회,1.6회,1.7회,1.8회,"워드프로세서 1급, 정보처리기사, 컴퓨터활용능력 2급, MOS, 컴퓨터그래픽스운용기능사"
(주)에프티이앤이,3.45,764점,IM3,AL,1개,2개,1.8회,1회,2회,-,"전산응용건축제도기능사, 전산응용기계제도기능사, 전산회계 1급, 정보처리기능사, 정보처리기사"
㈜원익홀딩스,3.55,743점,IH,IL,1개,2.1개,1.2회,1회,1회,1회,"정보처리기사, 정보처리기능사, 사무자동화산업기사, 유통관리사, 전기기능사"
(주)리노스,3.85,849점,AL,-,1개,2.2개,2회,-,-,1회,"문서실무 4급, 상공회의소한자, 新 HSK6급, 재경관리사, 전산회계 1급"
(주)누리플렉스,3.53,721점,-,IM1,1개,2.2개,1.5회,2.3회,1.2회,1회,"정보처리기사, 정보처리기능사, SCJP, PC정비사 2급, 한자자격시험"
(주)알에프텍,3.68,663점,IH,-,1개,2.3개,1.2회,2회,3회,2회,"워드프로세서 2급, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급, 워드프로세서 1급, 컴퓨터그래픽스운용기능사"
(주)하이소닉,3.54,765점,IM2,-,1개,2.1개,1.7회,-,2.5회,1회,"유통관리사, 전기공사기능사, 전자기기기능사, 정보처리기사, 정보처리산업기사"
(주)바이넥스,3.78,765점,IM3,IM3,1.3개,2.6개,1.6회,1회,2회,1회,"컴퓨터활용능력 2급, 워드프로세서 1급, 워드프로세서 2급, 전산회계 1급, 정보처리기사"
나이스정보통신(주),3.61,813점,AL,IM2,1개,1.9개,1회,1회,1회,1.3회,"정보처리기사, 컴퓨터활용능력 2급, 정보처리기능사, 워드프로세서 1급, 전산회계운용사(전산회계사) 3급"
(주)네오티스,3.45,520점,-,-,-,2개,-,2회,1회,2.5회,"수치제어선반기능사, 기계조립산업기사, 전자기기기능사, 선반기능사, 수치제어밀링기능사"
신일제약(주),3.6,685점,IH,-,1개,2.4개,2회,1.7회,1.5회,1.9회,"정보기술자격(ITQ)인증시험, 워드프로세서 2급, 워드프로세서 3급, 정보기기운용기능사, MOS"
(주)광진윈텍,3.49,695점,-,-,-,2.1개,1.4회,-,1회,-,"전자기기기능사, 워드프로세서 2급, 자기비파괴검사기능사, 전산회계 1급, 중등학교정교사"
㈜바른손 디지털아이디어,3.7,672점,IH,-,1개,2.2개,1.5회,1회,2.3회,3.7회,"한식조리기능사, 컴퓨터그래픽스운용기능사, 양식조리기능사, 워드프로세서 1급, 워드프로세서 2급"
오상자이엘(주),3.53,660점,-,IM1,1개,1.8개,1회,2회,2회,1회,"정보처리기사, 사무자동화산업기사, 정보기기운용기능사, 수치제어선반기능사, 정보처리산업기사"
(주)바이오톡스텍,3.53,786점,IH,IM1,1.4개,2.1개,1.5회,2회,1.8회,1.7회,"컴퓨터활용능력 2급, 워드프로세서 1급, MOS, 정보기술자격(ITQ)인증시험, 위생사"
(주)승일,3.31,783점,-,-,-,2.7개,1회,2회,-,3회,"금속재료산업기사, 기계제도기능사, 워드프로세서 1급, 전자상거래관리사 2급, 정보처리기능사"
(주)오픈베이스,3.56,752점,IH,IM3,1.2개,1.9개,1.1회,1.2회,1회,1.6회,"정보처리기사, 사무자동화산업기사, CCNA, 워드프로세서 1급, 전산회계 1급"
(주)손오공,3.53,803점,-,IM2,1.1개,1.9개,1회,1회,2.3회,1.5회,"일본어 능력시험(JLPT), 컴퓨터그래픽스운용기능사, 컴퓨터활용능력 2급, 정보기기운용기능사, 실기교사"
㈜제다,3.65,764점,-,IM3,1개,1.8개,1.2회,1.8회,1회,1.3회,"워드프로세서 1급, 컴퓨터활용능력 2급, 사무자동화산업기사, 전산응용기계제도기능사, 기계조립기능사"
금화피에스시,3.59,683점,IH,-,1개,2.5개,1회,1.5회,2회,1.8회,"전기기사, 전기공사기사, 전기기능사, 일반기계기사, 사무자동화산업기사"
(주)코다코,3.6,666점,-,-,1개,1.6개,1.4회,1회,2회,1.5회,"워드프로세서 1급, 컴퓨터활용능력 2급, 워드프로세서 2급, 전산응용기계제도기능사, 전기기능사"
㈜인스프리트,3.66,752점,-,-,1.2개,2.1개,2회,1회,2회,2회,"정보처리기사, 정보처리산업기사, 워드프로세서 1급, 워드프로세서 2급, MOUS"
럭슬(주),3.24,700점,-,-,-,2개,-,-,-,1회,"선반기능사, 수치제어밀링기능사, 수치제어선반기능사, 양식조리기능사, 정보처리기능사"
㈜플렉스컴,3.7,515점,-,IL,1개,2.3개,2회,2회,1.5회,1회,"인터넷정보검색사 2급, 자동차정비기능사, 기계조립기능사, 컴퓨터활용능력 2급, MOS"
(주)원익,3.66,865점,IH,-,1개,1.7개,1.5회,-,-,-,
(주)알머스,3.45,-,-,NH,1.5개,2.4개,1.2회,2회,2.3회,1회,"워드프로세서 1급, 컴퓨터활용능력 2급, 정보기술자격(ITQ)인증시험, 컴퓨터활용능력 3급, 회계관리 1급"
(주)비츠로셀,3.52,769점,IH,-,1개,2.3개,1.8회,1.5회,2.4회,1.4회,"워드프로세서 2급, 정보기기운용기능사, 컴퓨터활용능력 3급, 컴퓨터활용능력 2급, 워드프로세서 3급"
㈔한국선급,3.65,784점,IM1,-,1.2개,2.5개,1회,1회,2회,1.7회,"워드프로세서 2급, 컴퓨터활용능력 2급, 정보기술자격(ITQ)인증시험, 워드프로세서 1급, MOS"
동성제약(주),3.4,719점,-,-,1개,2.3개,1.1회,1.7회,3회,2회,"워드프로세서 2급, 사무자동화산업기사, 워드프로세서 1급, 정보처리기능사, MOS"
한국피자헛(유),3.52,711점,-,IM1,1개,2개,1.4회,1회,1.3회,1.2회,"한식조리기능사, 양식조리기능사, 워드프로세서 2급, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급"
한국로버트보쉬㈜,3.47,849점,IH,IH,1개,1.9개,1.3회,1.6회,1.6회,1.9회,"정보처리기능사, 워드프로세서 1급, 워드프로세서 2급, 정보기술자격(ITQ)인증시험, 자동차정비기능사"
휘슬러코리아(주),3.74,815점,IH,IH,1개,2.7개,1회,2회,2.8회,3회,"양식조리기능사, 한식조리기능사, 중식조리기능사, 컴퓨터그래픽스운용기능사, 건축제도기능사"
㈜스와로브스키코리아,3.69,809점,IH,IM3,1.2개,2.1개,1.3회,1.4회,2.1회,2.6회,"워드프로세서 2급, 컴퓨터활용능력 2급, MOS, 일본어 능력시험(JLPT), 귀금속가공기능사"
(주)레드밴스,3.68,779점,IM2,-,1개,2.4개,1회,-,2회,1회,"워드프로세서 1급, 컴퓨터활용능력 2급, 승강기기능사, 1종대형운전면허, 사무자동화산업기사"
칼자이스,3.56,844점,IH,AL,-,2.1개,1.7회,1회,1회,1회,
교세라도큐먼트솔루션스코리아(주),3.51,813점,AL,-,1개,2.2개,2회,1회,1회,3회,"워드프로세서 1급, 워드프로세서 2급, 일본어 능력시험(JLPT), 정보기기운용기능사, 정보기술자격(ITQ)인증시험"
엠디아이코리아㈜,3.38,755점,-,-,1.2개,1.9개,1.3회,1회,2회,2회,"MOS, 리눅스마스터 2급, 무선설비기능사, 비서 1급, 新 JLPT N1급"
한국기상산업기술원,3.62,794점,IH,IH,2개,2.7개,1.5회,1.8회,1.4회,1.5회,"컴퓨터활용능력 2급, 정보처리기사, 기상기사, 사무자동화산업기사, 워드프로세서 1급"
(사)보험개발원,3.45,795점,-,-,1개,2.1개,1회,-,-,1회,"정보처리기사, 정보기기운용기능사, 워드프로세서 1급, 워드프로세서 2급, 워드프로세서 3급"
한국자산신탁(주),3.56,817점,-,IM3,1.5개,2.1개,1회,1회,3회,3회,"워드프로세서 2급, 컴퓨터활용능력 2급, 정보기술자격(ITQ)인증시험, 공인중개사, 무역영어"
한국식품연구원,3.91,780점,IH,IM1,1개,2.1개,1.2회,1.6회,1.4회,1.9회,"위생사, MOS, 컴퓨터활용능력 2급, 한식조리기능사, 식품기사"
기술보증기금,3.36,810점,IM1,-,1.5개,2.5개,1회,2회,2회,3회,"워드프로세서 2급, 세무사, 컴퓨터활용능력 2급, 재경관리사, 전기기능사"
(주)금빛,3.59,783점,IH,IM2,1.2개,2.4개,1.4회,1.7회,2.1회,1.6회,"정보처리기사, MOS, 전산회계 1급, 워드프로세서 1급, 사무자동화산업기사"
㈜디에스이엔,3.56,743점,IH,IM3,1개,2.2개,1.4회,1.3회,1.3회,2.2회,"MOS, 한자 자격 시험, AFPK, CS Leaders(관리사), 국제무역사 1급"
(주)카스,3.58,789점,IH,IH,1.3개,2.1개,1.7회,1.5회,2.5회,2회,"워드프로세서 2급, 정보처리기능사, 정보기기운용기능사, 컴퓨터활용능력 3급, 전자기기기능사"
에스케이오션플랜트㈜,3.55,735점,IM3,-,1개,2.3개,1.1회,-,1.3회,1회,"워드프로세서 2급, 정보처리기능사, 지게차운전기능사, 컴퓨터활용능력 2급, 특수용접기능사"
(주)파인테크닉스,3.53,733점,-,IM3,1.1개,2개,1.4회,1.2회,2회,1.6회,"워드프로세서 1급, 워드프로세서 2급, 컴퓨터활용능력 2급, MOS, 정보처리기능사"
(주)폴라리스오피스,3.6,780점,IH,IM1,1.1개,2.2개,1회,1.3회,2.2회,2.3회,"정보처리기사, 워드프로세서 1급, 정보처리기능사, 정보기기운용기능사, SCJP"
에이아이비트㈜,3.44,710점,-,-,1개,2.2개,1.3회,1회,1회,2회,"워드프로세서 2급, 정보기기운용기능사, 정보처리기능사, 정보처리기사, 전자기기기능사"
㈜SM엔터테인먼트,3.54,803점,IH,IM2,1.2개,2개,1.2회,1.7회,1.3회,1.4회,"컴퓨터활용능력 2급, 컴퓨터활용능력 3급, 전산세무 2급, 전산회계 1급, 정보기기운용기능사"
에이피에스홀딩스(주),3.51,742점,-,IM2,1개,2.1개,1.7회,1회,1.7회,1.5회,"전자기기기능사, 정보기술자격(ITQ)인증시험, MOS, 가스기능사, 공조냉동기계기능사"
㈜휴온스글로벌,3.5,726점,IH,IM3,1개,2.1개,1.5회,1.3회,1.3회,2.2회,"워드프로세서 1급, 컴퓨터활용능력 2급, 사무자동화산업기사, MOS, 워드프로세서 2급"
(주)우주일렉트로닉스,3.65,750점,IH,IM2,1개,2.1개,1.4회,1.8회,2.4회,2회,"워드프로세서 2급, 정보기기운용기능사, 컴퓨터활용능력 3급, 전자기기기능사, 워드프로세서 1급"
㈜아이디에스,3.38,-,-,-,1개,2.1개,2회,-,-,-,"정보기기운용기능사, 컴퓨터활용능력 3급, 환경기능사, 정보소양, 정보처리기능사"
(주)파세코,3.45,624점,-,-,1개,1.9개,1.5회,1.8회,2회,1회,"정보처리기능사, 워드프로세서 1급, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급, 전기용접기능사"
(주)렉스콘,3.51,888점,IH,-,-,2.1개,1회,1회,1회,-,"워드프로세서 2급, 워드프로세서 3급, 정보기기운용기능사, 컴퓨터활용능력 3급, 토목산업기사"
대보정보통신(주),3.61,790점,IM1,-,2개,2.7개,1회,2.3회,1회,2.5회,"정보통신산업기사, CCNA, 정보처리기사, 네트워크관리사 2급, 사무자동화산업기사"
유화증권㈜,3.37,815점,IH,IM1,1개,2.7개,1.3회,1회,1.6회,1.8회,"증권투자상담사, 파생상품투자상담사, 증권펀드투자상담사, 금융자산관리사(FP), 선물거래상담사"
대원제약(주),3.5,802점,IH,IM2,1개,2.3개,1회,1.4회,1회,1.5회,"MOS, 워드프로세서 2급, 정보기기운용기능사, 컴퓨터활용능력 2급, 유통관리사"
한국도자기(주),3.66,703점,-,IM3,1개,2.5개,1.3회,-,3회,1회,"워드프로세서 1급, 전산회계운용사(전산회계사) 3급, 정보기기운용기능사, 컴퓨터그래픽스운용기능사, MOS"
한전원자력연료(주),3.67,790점,IH,IM2,1개,2.5개,1.2회,1.7회,1.5회,1.4회,"컴퓨터활용능력 2급, 워드프로세서 2급, MOS, 정보처리기사, 사무자동화산업기사"
(주)잉크테크,3.51,799점,IH,IM3,1개,2개,1.6회,1.2회,2회,1.7회,"MOS, 국제무역사 1급, 전산회계 2급, 정보기기운용기능사, 전자계산기기능사"
(주)슈프리마에이치큐,3.5,848점,AL,-,1.5개,2.5개,1.7회,1회,2회,3회,"워드프로세서 1급, 컴퓨터활용능력 2급, 컴퓨터활용능력 3급, CCNA, MOS"
아이크래프트㈜,3.58,743점,IM1,IH,1개,2.4개,1.2회,1회,1회,2.2회,"정보처리기사, 네트워크관리사 2급, 워드프로세서 1급, 컴퓨터활용능력 2급, 사무자동화산업기사"
(주)이크레더블,3.56,815점,AL,IM3,1개,2.2개,1.2회,1.2회,1.5회,1.8회,"워드프로세서 1급, 컴퓨터활용능력 2급, MOS, 금융자산관리사(FP), 사무자동화산업기사"
(주)티엘아이,3.54,713점,-,IL,-,1.5개,1회,-,2회,-,
(주)엘엠에스,3.52,668점,IM1,IL,1개,2.1개,1.2회,1회,1회,-,"정보기기운용기능사, 컴퓨터활용능력 2급, 워드프로세서 1급, 워드프로세서 2급, 전산회계운용사(전산회계사) 3급"
㈜지앤디윈텍,3.61,605점,IH,-,2개,2개,1.3회,-,1회,1.3회,"정보기기운용기능사, 정보처리기능사, 사무자동화산업기사, 워드프로세서 1급, 전자기기기능사"
(주)코리아써키트,3.58,786점,IM3,IM2,1.1개,1.9개,1.2회,1.7회,1.1회,1.6회,"정보기기운용기능사, 워드프로세서 2급, 컴퓨터활용능력 3급, 컴퓨터활용능력 2급, 워드프로세서 1급"
㈜티사이언티픽,3.42,649점,-,IM1,1개,1.9개,1.3회,1.5회,5회,1회,"정보처리기사, 워드프로세서 1급, 정보기기운용기능사, 컴퓨터그래픽스운용기능사, 정보처리기능사"
피에스케이홀딩스㈜,3.63,759점,IM3,IM1,1.3개,2.3개,1.7회,1회,1.3회,1.7회,"워드프로세서 1급, 워드프로세서 2급, 전기기사, 컴퓨터활용능력 2급, MOS"
삼일회계법인,3.64,876점,AL,IM3,1.1개,1.8개,1.3회,2.2회,1.8회,1.5회,"공인회계사, 컴퓨터활용능력 2급, MOS, AICPA(미국공인회계사), 워드프로세서 1급"
㈜다날,3.5,811점,IH,IM3,1.2개,2개,1.4회,1.2회,2.1회,1.8회,"정보처리기사, 워드프로세서 1급, 워드프로세서 2급, 컴퓨터활용능력 2급, MOS"
(주)코난테크놀로지,3.76,760점,IH,IM1,1.3개,2.4개,1.2회,1.3회,2회,2회,"정보처리기사, 워드프로세서 1급, SCJP, 정보처리산업기사, 사무자동화산업기사"
코레일네트웍스,3.57,694점,IM2,IM1,1.3개,2.3개,1.5회,1.5회,1.3회,1.9회,"컴퓨터활용능력 2급, 워드프로세서 1급, 워드프로세서 2급, MOS, 정보기기운용기능사"
산림조합중앙회,3.46,830점,IH,-,1.2개,2.3개,1.5회,-,1회,1.3회,"정보처리기사, 한자능력검정, 산림기사, 정보기술자격(ITQ)인증시험, 정보처리기능사"
